8,IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,ipcc_code_2006_for_standard_report,ipcc_code_2006_for_standard_report_name,Substance,fossil_bio,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022
552,Non-Annex_I,India +,BTN,Bhutan,1.A.3.a,Civil Aviation,SO2,fossil,4.0472055568376e-05,4.0492776767956e-05,5.0286853484514e-05,4.2958487969354e-05,2.7951991684996e-05,2.5846193110471e-05,2.5165905492794e-05,2.9371555306346e-05,2.4118179721522e-05,3.1852042851964e-05,3.7115341326127e-05,0.00040399161126007,0.00038533702090112,0.00051076526375934,0.00060729580995095,0.00089241433275051,0.00057777011594851,0.00092445047542379,0.00094617002821926,0.00096077863461622,0.0021450369649805,0.0021218932125989,0.0021697542284547,0.0021529144076156,0.0023833131599899,0.0034074872910224,0.0044480507588973,0.0040619215522272,0.0042134858295316,0.003647046079654,0.0052887167728737,0.004345565886006,0.0021918003416295,0.0021699927615556,0.0020729145142765,0.0038829494146227,0.0038678922659068,0.004105080381506,0.0041341880639002,0.0053116152337532,0.0095059993489009,0.017072769615909,0.010372501630632,0.009846174785524,0.0091031890618871,0.0062839774330719,0.0055837804817907,0.012443563675232,0.011892386163236,0.0057024327403854,0.0044274752253692,0.003986198624834,0.0054497660166089
553,Non-Annex_I,India +,BTN,Bhutan,1.A.3.b_noRES,Road Transportation no resuspension,SO2,fossil,0.00040243657413297,0.00040243657413297,0.00042997751518101,0.00042054766958178,0.00044332477921805,0.00052768022814315,0.0004687053781422,0.00051109078907491,0.00055965172645802,0.00059462098205354,0.00059072798470768,0.0062306343721819,0.0065013774494878,0.0061053839654514,0.0057532796694948,0.0061464206342019,0.0056110529908823,0.0071700302375935,0.0068937070844942,0.0064424145676347,0.013158754804815,0.013806233920256,0.015139484643892,0.014990241579356,0.018447883476276,0.0087509944323221,0.0089475781158401,0.0087516612409216,0.0095744181311327,0.0088289795349128,0.0067874890384281,0.007454277506449,0.007538768921798,0.0079241849375256,0.0075729185726422,0.0018276250298328,0.0020222168474172,0.0020339760571044,0.0023516207561658,0.0012296322335641,0.001966111823745,0.0012795283929757,0.0014688199030904,0.0013810845352855,0.00079876645248489,0.00095922578289849,0.000865239156821,0.00093113255086507,0.0012393761575602,0.0013980571720184,0.0010854749006414,0.0011326694615389,0.0011515472858979
554,Non-Annex_I,India +,BTN,Bhutan,1.A.3.d,Water-borne Navigation,SO2,fossil,0.00023092562850925,0.00023092562850925,0.00027130740350167,0.00026777705708129,0.00032658454635972,0.00099542298912892,0.0006418040712742,0.00079902684263937,0.00075864506764696,0.00081745255692539,0.00073668900694056,0.0094757233822679,0.0094872041187322,0.0090854616947752,0.012169302017147,0.017128283643163,0.016510416592625,0.018481282305101,0.02097389046184,0.01342730958231,0.04848656205059,0.048727713103767,0.053795694573109,0.045243506619031,0.072617634978634,0.10164888700107,0.10198224429456,0.11555652872345,0.12648917333547,0.13273506452627,0.14728031278294,0.16225165393728,0.17556440195766,0.17192204259314,0.1832661383433,0.19368433945909,0.19617999102671,0.14834215301498,0.13858050494431,0.1211870231581,0.13930909671119,0.15603754237637,0.18689202935742,0.17605007337581,0.17800928974213,0.19802033039794,0.25421442526245,0.27781808858195,0.30357407774305,0.33137888675994,0.08188263020906,0.11894383089035,0.12945360120752
555,Non-Annex_I,India +,BTN,Bhutan,1.A.3.e,Other Transportation,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,0.0029138557209048,0.0037817317582155,0.0058023999193937,0.0058315129444369,0.0061397850937413,0.0068824610663384,0.00694643311509,0.0085805881616113,0.0098744097464913,0.014582970649882,0.015862254156996,0.015371827599185,0.016546473629673,0.015831473998996,0.01721384404165,0.016132537011573,0.01573658238396,0.020781419016353,0.024773346857751,0.03683065726825,0.057569351498846,0.051017110940891,0.054225629856468,0.06843911852255,0.074841632139031,0.07852176944373,0.064773575706566,0.050292041204501,0.052478651691654,0.053353295886514
556,Non-Annex_I,India +,BTN,Bhutan,1.A.4,Residential and other sectors,SO2,fossil,0.00026479639874993,0.00026447068446995,0.00023955774075699,0.00025328166844437,0.00029949715228699,0.00044397724614739,0.00041359105934515,0.00048785397155419,0.00043469660051712,0.00047466993576425,0.00058868221606875,0.0045849037918365,0.0042930381257623,0.003822679502135,0.0034982789750767,0.0047441764989338,0.0062469426241818,0.0070071142764982,0.0068037960601672,0.0062018658116507,0.023280303939468,0.018088796307164,0.018649371904973,0.017920926782156,0.021019677376849,0.020955948348473,0.021387387410148,0.022292488318303,0.026229081058453,0.025504889719891,0.025679635863919,0.025909146861496,0.023128703313955,0.021684163628841,0.019850409460932,0.017946213062961,0.017045483147021,0.025210722268844,0.022579726874803,0.026342011566886,0.035474292233195,0.049380528787591,0.056541737665228,0.084644431662006,0.092581023287074,0.13003139488046,0.14643563632221,0.14522118951881,0.15180427774382,0.16325483424884,0.16970760654279,0.17708619813161,0.18003763476714
557,Non-Annex_I,India +,BTN,Bhutan,1.A.5,Non-Specified,SO2,fossil,0.0041020205838019,0.0041020205838019,0.0037508671307255,0.0052846114218268,0.007108225794032,0.0046628555551521,0.0044862355718246,0.0020573768144281,0.0033511602025175,0.0030610238693327,0.0039606202566262,0.028976086037667,0.029332675119684,0.027258445174107,0.022347428930927,0.018550159395769,0.013065930448943,0.060648217151639,0.058970682830623,0.063556696540558,0.088530679512568,0.094939949707595,0.039911929246034,0.032752902973101,0.077443450849393,0.075773853838481,0.055948020456256,0.08405941675732,0.060587246833234,0.087838732310388,0.0037419375833502,0.006770467665386,0.0049421545871669,0.0061734642911455,0.0056701158757965,0.0047225613189841,0.0060092964098154,0.0046873927333257,0.0035289790545642,0.10146968348186,0.043935662438537,0.066975771187751,0.074312889864818,0.056382644145293,0.055624002105707,0.14630009093052,0.15470328667655,0.15032740490721,0.059361578509155,0.036935933136654,0.028677480918336,0.029924327914785,0.030423066713365
558,Non-Annex_I,India +,BTN,Bhutan,2.A.1,Cement production,SO2,fossil,0.0238238,0.0253198,0.027676,0.0288728,0.0290224,0.0290224,0.0304062,0.0320518,0.0339592,0.034969,0.0350812,0.0352308,0.0352682,0.0363154,0.0374,0.038148,0.040018,0.041888,0.044506,0.046002,0.046376,0.047498,0.049368,0.051986,0.055352,0.058344,0.05984,0.05984,0.0561,0.0561,0.0561,0.05984,0.05984,0.05984,0.06358,0.06358,0.06732,0.06732,0.06732,0.06732,0.0748,0.203456,0.194854,0.21318,0.25806,0.295834,0.35156,0.33473,0.351934,0.44506,0.30294,0.33930065580813,0.33930065580813
559,Non-Annex_I,India +,BTN,Bhutan,2.A.3,Glass Production,SO2,fossil,2.8562786e-07,2.9561994e-07,3.0645776e-07,3.179757e-07,3.2994346e-07,3.4216308e-07,3.5462476e-07,3.6730498e-07,3.7997638e-07,3.9237044e-07,4.0430978e-07,4.1540926e-07,4.256973e-07,4.3589322e-07,4.470123e-07,4.596298e-07,4.7446798e-07,4.9093296e-07,5.0672664e-07,5.1869832e-07,5.247949e-07,5.2398444e-07,5.175233e-07,5.0847006e-07,5.0115436e-07,4.9871906e-07,5.0212946e-07,5.1049866e-07,5.2283588e-07,5.3741926e-07,5.5290326e-07,5.6916832e-07,5.8645258e-07,6.0414452e-07,6.215503e-07,6.3813974e-07,6.535816e-07,6.6784158e-07,6.810902e-07,6.936734e-07,7.0584108e-07,7.1760108e-07,7.2883678e-07,7.295570130562e-07,7.402484007978e-07,7.5109646686581e-07,7.6014754423897e-07,7.6930769149227e-07,7.7857822297076e-07,7.8838246495368e-07,5.3663008118696e-07,6.0103960676405e-07,6.0103960676405e-07
560,Non-Annex_I,India +,BTN,Bhutan,2.C,Metal Industry,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,0.00012,0.00072,0.00072,0.0009,0.00108,0.00108,0.0009,0.00096,0.00126,0.00126,0.00126882,0.0012,0.0012,0.00126,0.00184944,0.00544788,0.00585168,0.00580266,0.004926,0.004938,0.0047691,0.00626436,0.00637404,0.0065046,0.00725142,0.00831696,0.0061973028077754,0.0078080027645788,0.0078080027645788
561,Non-Annex_I,India +,BTN,Bhutan,2.H,Other,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
562,Non-Annex_I,Southern_Africa,BWA,Botswana,1.A.4,Residential and other sectors,SO2,bio,0.19346014886844,0.19346081776554,0.20024162270171,0.2075923387946,0.2152430516239,0.22316400299618,0.23111490307785,0.23963587749256,0.24815686870919,0.25697798923007,0.26639909244324,0.46336117916179,0.47909326627126,0.49512827974785,0.51182146168525,0.5293694430943,0.5473976553948,0.53278574470191,0.61705383429932,0.63318294491486,0.5577958866334,0.59406396738291,0.63028203989267,0.6513841211915,0.67475990000009,0.66998211282968,0.67743005228281,0.69172806253672,0.68118600687266,0.73340402078867,0.69816604349375,0.73802411234141,0.725027938025,0.71343595194101,0.6325198828125,0.63436789306641,0.64096196044922,0.63363602050781,0.62580008789063,0.61673397216797,0.60595803955078,0.59341192382813,0.58734605712891,0.58122611572266,0.57663,0.57237,0.56954994140625,0.56791532226563,0.56683902099609,0.5657028515625,0.56405643310547,0.57979516074241,0.57979516074241
563,Non-Annex_I,Southern_Africa,BWA,Botswana,1.A.5,Non-Specified,SO2,bio,,,,,,,,,,,,0.00011595359921455,,8.1051298856735e-05,,,,,,,2.0011999607086e-05,0.0032199841308594,0.0064599822998047,0.0095999981689453,0.0047999978637695,0.0030599639892578,2.0011999607086e-05,4.0026001930237e-05,,,,,,,,,,,,,,,,,,,,,,,,,
564,Non-Annex_I,Southern_Africa,BWA,Botswana,3.C.1,Emissions from biomass burning,SO2,bio,0.064887121686206,0.08964806662427,0.05445814089594,0.047761051915111,0.067636953212001,0.066672382816181,0.077039245279163,0.070870013200301,0.056390527705535,0.042761498035927,0.077697385327204,0.076546692118739,0.0428213438317,0.041326115576834,0.044267630387216,0.057891670200414,0.063149977412099,0.069029047594484,0.1274313385164,0.10886323265941,0.090768335540697,0.062015695694132,0.046654657056634,0.057770890626842,0.092619124961069,0.070761756378382,0.098266905825208,0.058919237395907,0.040335688425904,0.049034639925347,0.059496290825035,0.039415098017195,0.049555465203809,0.042472222171695,0.052035611784748,0.0413114340269,0.054633954853474,0.042991850386281,0.051813674573706,0.063196367505561,0.062425252785179,0.064631631531429,0.052450321516379,0.049430301491514,0.063943072056065,0.050192457781454,0.054790840632185,0.044079739134784,0.074258340782499,0.053134930550979,0.088984638484149,0.086460918250763,0.084768444480055
565,Non-Annex_I,Southern_Africa,BWA,Botswana,1.A.1.a,Main Activity Electricity and Heat Production,SO2,fossil,0.5864282835672,0.5864282835672,0.84344680526897,1.2620018061454,3.3453269839929,4.0938159689217,5.183195313761,4.5579880959966,5.7922738986065,6.8252798098698,6.6677247595411,7.2683836953789,7.199690400739,6.4437623006641,5.7561608893131,6.1488412270001,7.6936088585859,7.9546087048824,11.725424279237,12.737585413081,16.223574984331,14.082598046199,16.45867700928,16.450625278238,16.639444709773,17.527886075231,13.171611039664,14.086575703792,13.177732076427,16.661784281869,16.661784281869,12.500445398504,13.198145325733,13.823660278433,16.152251265098,16.864679200998,12.843503062951,10.832911064647,10.544421332256,9.4050892873352,5.6743289733349,10.67479038882,4.3759387792133,21.059152057226,32.100813103489,32.644169800084,30.970457262875,36.630266377618,40.930157537622,34.765646674716,25.221775905474,30.163911582609,40.040796871705
566,Non-Annex_I,Southern_Africa,BWA,Botswana,1.A.2,Manufacturing Industries and Construction,SO2,fossil,0.16538592357636,0.16229160629654,0.23617731247261,0.33114658123704,0.44719954648927,0.69603644429055,1.6584783845654,3.0664564854419,2.9156097699508,3.1587998609921,3.5397067182489,4.3829266202595,4.2085592201306,4.1707395784239,4.5393182731528,4.8970498936943,4.9346613693538,4.9697636445129,5.2910950786398,5.1350918608169,4.6646652404345,4.5854530882654,5.8021428449852,5.441885472007,4.4347850487995,3.617112753409,4.966601993801,4.873641279073,7.5312963661959,6.3704368532917,6.3464032031115,7.0089822947638,7.7963194492567,6.2951614747207,4.3635228601685,6.366426158409,6.8887304879378,9.7030610366633,8.1322853572325,7.4784930304011,3.7618148371556,3.9596096043065,4.4425164899876,5.042236851248,5.2329223657744,4.5276532188084,4.1223810133708,4.2102318738396,4.6186903217184,4.3886146401436,3.8600959595974,4.0856841700466,4.7852383097951
567,Non-Annex_I,Southern_Africa,BWA,Botswana,1.A.3.a,Civil Aviation,SO2,fossil,0.0010595582318073,0.0010601007127187,0.00106064319363,0.0010611856745413,0.0010617281554526,0.0010622706363639,0.0010628131172753,0.0010633555981866,0.0010638980790979,0.0010644405600092,0.0010649830409206,0.0010655255218319,0.0010660680027432,0.0010666104836545,0.0010671529645658,0.0010676954454772,0.0021365735463419,0.002137658557776,0.0021387435692102,0.0021398285806444,0.0021409135920785,0.0042838968943767,0.0021430836149468,0.0010720352927678,0.0010725777736791,0.0021463386492493,0.0021463386492493,0.0021463386492493,0.0021463386492493,0.0042925767825998,0.0021463386492493,0.0042925767825998,0.0042925767825998,0.0042925767825998,0.0021463386492493,0.0032194588124617,0.0032194588124617,0.0021463386492493,0.0021463386492493,0.0021463386492493,0.0021463386492493,0.0021463386492493,0.0021463386492493,0.0021463386492493,0.0021463386492493,0.0021463386492493,0.0021463386492493,0.0020507613706735,0.0013993670832177,0.0014831109905379,0.00048511124724087,0.00056205992783769,0.00069588372017999
568,Non-Annex_I,Southern_Africa,BWA,Botswana,1.A.3.b_noRES,Road Transportation no resuspension,SO2,fossil,0.054894542323522,0.054894542323522,0.069111310905261,0.081281294570965,0.093525513853562,0.10167575267286,0.11593004505758,0.13018393730701,0.1484944897548,0.1668050449912,0.1953497618557,0.21369743350624,0.23204492696752,0.25649603690193,0.2687771914798,0.27294483045799,0.3157065126425,0.33825895669906,0.36475688697121,0.42992270315405,0.53371988374868,0.57454534483424,0.66420434520657,0.63588961181867,0.60491722520439,0.2741729953567,0.27712316164611,0.29735153889858,0.31870348261627,0.34507376506513,0.25036777780694,0.2668155354968,0.26297445845017,0.28602521415336,0.31745235099046,0.19371977367857,0.20517819877747,0.21071498638687,0.22563269069028,0.204717854887,0.21001692636311,0.20558122271214,0.18519374945721,0.23528675245468,0.21298505617862,0.24421471175861,0.25875693196169,0.26150411873363,0.27873344274143,0.27693227840204,0.25791326024099,0.25791326024099,0.28135992026289
569,Non-Annex_I,Southern_Africa,BWA,Botswana,1.A.3.c,Railways,SO2,fossil,0.0014115767417908,0.0014115767417908,0.0014115767417908,0.0021173651748657,0.0021173651748657,0.0021173651748657,0.0021173651748657,0.0021173651748657,0.0028231517425537,0.0035289402999878,0.0042347283599854,0.0042347283599854,0.0042347283599854,0.0042347283599854,0.0042347283599854,0.0042347283599854,0.0049405171661377,0.0049405171661377,0.0056463054748535,0.0063520937835693,0.0077636689086914,0.0077636689086914,0.0084694567199707,0.0070578820922852,0.0063520937835693,0.0084694567199707,0.0084694567199707,0.0098810343322754,0.010586822143555,0.011292610949707,0.0098810343322754,0.011998398760986,0.0028231517425537,0.0028231517425537,0.0014115767417908,0.0042347283599854,0.0049405171661377,0.0056463054748535,0.0056463054748535,0.0049405171661377,0.0056463054748535,0.0056463054748535,0.0056463054748535,0.0063520937835693,0.0063520937835693,0.0056463054748535,0.0049405171661377,0.0049730012634277,0.0056173695922852,0.0051021885131836,0.0043801589019775,0.0043801589019775,0.0047783551657937
570,Non-Annex_I,Southern_Africa,BWA,Botswana,1.A.4,Residential and other sectors,SO2,fossil,0.18026419342041,0.18026419342041,0.18026419342041,0.22116537979126,0.22116537979126,0.22116537979126,0.22116537979126,0.22116537979126,0.24454726608276,0.26792921829223,0.29131115402221,0.31594538645935,0.31323339607239,0.33466595976257,0.3781502941742,0.44285630825424,0.51569599569321,0.49282149282455,0.54483306362533,0.81708870366667,0.85873805718231,0.8996589397227,0.96835139690401,1.0855314752426,0.97268302878951,0.78603454729271,0.90641164189149,0.79220609782028,1.4538857046738,1.4799329515373,1.3255122234917,1.9615192992615,2.0132400246552,1.6067579208944,0.7499682538035,0.7671978408203,0.81385317956543,0.89830872702026,0.80950645419311,0.79677401708984,0.84041929922486,0.80750859182739,0.87982169088745,0.91629382833861,1.0090775969543,0.7238680762329,0.63164697698974,0.61898010560608,0.67736964891052,0.62536503140258,0.54800100965881,0.55404348562317,0.61320013117342
571,Non-Annex_I,Southern_Africa,BWA,Botswana,1.A.5,Non-Specified,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1149643359375,,,0.14271487207031,0.062024029037475,0.14923852867126,0.030309930038452,0.030309930038452,0.030309930038452,0.030309930038452,0.030309930038452,0.030309930038452,0.030309930038452,0.030520909500122,0.034492079162598,0.031341521072387,0.026916119384766,0.026916119384766,0.029363039328835
572,Non-Annex_I,Southern_Africa,BWA,Botswana,2.A.1,Cement production,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0935,0.09724,0.1122,0.00561,0.00561,0.00561,0.00561,0.00561,0.00561,0.000374,,0.003366,0.0037700072867569,0.0037700072867569
573,Non-Annex_I,Southern_Africa,BWA,Botswana,2.A.3,Glass Production,SO2,fossil,6.7916058e-07,7.0149478e-07,7.2495892e-07,7.4987346e-07,7.7666274e-07,8.0558842e-07,8.367828e-07,8.7003714e-07,9.048389e-07,9.4047268e-07,9.7640438e-07,1.0124086e-06,1.0485608e-06,1.084958e-06,1.1218256e-06,1.1592812e-06,1.1972366e-06,1.2355056e-06,1.274098e-06,1.3130138e-06,1.3522138e-06,1.391698e-06,1.431241e-06,1.4703528e-06,1.5083474e-06,1.5447642e-06,1.5795934e-06,1.612933e-06,1.6445478e-06,1.6742026e-06,1.7018484e-06,1.7272794e-06,1.7509366e-06,1.7742312e-06,1.799035e-06,1.82672e-06,1.8577566e-06,1.8918214e-06,1.9285126e-06,1.9670658e-06,2.0068734e-06,2.0479158e-06,2.0901636e-06,2.0897975546887e-06,2.1332829576124e-06,2.1776732234319e-06,2.2118331881185e-06,2.2465290014229e-06,2.2817690689086e-06,2.3201633717525e-06,2.0881470345772e-05,2.3387788283351e-05,2.3387788283351e-05
574,Non-Annex_I,Western_Africa,CAF,Central African Republic,1.A.1.a,Main Activity Electricity and Heat Production,SO2,bio,,,,,,,,,,,,,,,,,,,,,0.00041972095357828,0.0004929705517119,0.0017844867373436,0.0022756386769778,0.0021237757904891,0.002118916128087,0.0019054464671262,0.0020044262849772,0.0020576467279763,0.0019776085489274,0.0019804909153462,0.0019433903502097,0.0018935645627327,0.0018998248960888,0.0019142304436131,0.001749554583279,0.001736069317578,0.0016139681923074,0.0016621779435633,0.0016579913077341,0.0016324191266785,0.00059682182488213,0.00056180513946202,0.00058592138426495,0.00062470017556176,0.00057814098662696,0.00056854256522819,0.00057333128274633,0.00056142546021244,0.00055563469271202,0.00054806600292501,0.00054809720060516,0.00054809720060516
575,Non-Annex_I,Western_Africa,CAF,Central African Republic,1.A.2,Manufacturing Industries and Construction,SO2,bio,0.039559520092255,0.040085231332185,0.044270436191373,0.048792759388926,0.048448597371667,0.052550150791099,0.058796229829224,0.061134518947138,0.067276154516713,0.068726828838571,0.071072417934388,0.079104407197414,0.08296907524958,0.081583649781222,0.083050665810488,0.081131351171067,0.092877915567504,0.096965365005956,0.099839854739164,0.09216137128977,0.093437184924081,0.096230304549261,0.091449918264366,0.081824622073639,0.082463185457583,0.08257283713368,0.069763568518458,0.068711127288551,0.067718646298656,0.015360544346258,0.015610475050588,0.014847011174781,0.01764733999808,0.017607959380416,0.017249361403152,0.017688043609762,0.015811180973821,0.017669505180008,0.018400276583653,0.016692043775675,0.01588256797795,0.017276900014956,0.018439922969007,0.017713770820861,0.016533142104624,0.016325944519161,0.015340870412828,0.015094634832765,0.014801742598524,0.014634108460458,0.014497622772198,0.014497622772198,0.014497622772198
576,Non-Annex_I,Western_Africa,CAF,Central African Republic,1.A.4,Residential and other sectors,SO2,bio,0.73552886331175,0.74522029474005,0.77313685886049,0.80444611325998,0.8405011617102,0.89011267423572,0.92190177050643,0.94354982829181,0.97466565906039,1.0037844990463,1.0278441208294,1.0600723176624,1.0991433960205,1.1288878792788,1.2055269492905,1.2445612792773,1.2725214346183,1.3086958750013,1.3084463825977,1.3166343901076,1.2843504991011,1.2844854177901,1.3215677175041,1.3048060618698,1.1755970525329,1.2157323395728,1.039555712779,1.0518932668337,1.0569085826247,0.85522288356938,0.85763040260929,0.84611479056613,0.84433741373001,0.85399038222719,0.87227574851089,0.89571323866961,0.89447608860699,0.97741861252345,0.97556812221503,0.98155465492806,0.99056751249076,0.99610485777303,1.0086238415812,1.0102204717505,1.0226941258073,1.0256358788919,1.0354672076429,1.0429817581025,1.0503730572346,1.0632184208853,1.0774257622057,1.079113364182,1.079113364182
577,Non-Annex_I,Western_Africa,CAF,Central African Republic,3.C.1,Emissions from biomass burning,SO2,bio,0.05393948018947,0.055435526647656,0.057074286539755,0.058148521405466,0.063896216388869,0.05970272290445,0.060695788201664,0.063440783798982,0.063447520268123,0.063745037786771,0.062823400630973,0.062462499378785,0.056962438364376,0.049019778790735,0.044428336502073,0.040038750814586,0.045871589726472,0.043787488962313,0.045213248503453,0.044456648409679,0.046668071790638,0.044719534804376,0.043899957275138,0.045247992006696,0.046423028158714,0.049140494040654,0.053404330844787,0.056414635916231,0.059021681353752,0.058312258767027,0.059290325811754,0.059941142600873,0.060232087929696,0.059662252767992,0.062678032762877,0.066540552385721,0.066675605651944,0.068976397305093,0.07026191257941,0.073176476812863,0.073416315240098,0.07700770311207,0.074415253736103,0.070509966814588,0.07143221898878,0.071215853907854,0.07370313971072,0.071198658239498,0.069883306126053,0.07039223949516,0.073316274775691,0.073228397867938,0.073150662593782
578,Non-Annex_I,Western_Africa,CAF,Central African Republic,1.A.1.a,Main Activity Electricity and Heat Production,SO2,fossil,0.002863965433706,0.002863965433706,0.0035799567290542,0.0035799567290542,0.0032219611444584,0.0051268494245291,0.13086247453182,0.12315494995539,0.12802524704368,0.13693503466044,0.19029763192844,0.28156863773078,0.32575321534654,0.39132351928485,0.40146352653299,0.39508137182412,0.52406353612302,0.48904605336678,0.45900791660995,0.35689853378178,0.56342706225849,0.77485839182059,0.58187411896002,0.62392083367955,0.6318099636583,0.6377549973152,0.70040425195742,0.67876541173588,0.73745646068503,0.73997425428218,0.85894946150712,0.95191021855853,0.94323842720744,0.88429044348348,0.85074891819544,0.81432597184557,0.83602893883135,0.7631189560712,0.5686047648323,0.56750083590171,0.56245733269089,0.59382487062619,0.57395516415108,0.40245322098817,0.44325849953797,0.63473062252025,0.66121058887463,0.68955947263048,0.71099828157412,0.69091438040488,0.70010227052458,0.73266516682803,0.68382082237283
579,Non-Annex_I,Western_Africa,CAF,Central African Republic,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,SO2,fossil,0.020024150574126,0.020024150574126,0.020630944132476,0.020630944132476,0.023058112838163,0.020024150574126,0.020024150574126,0.020630944132476,0.021237735848255,0.024271698112292,0.027305660376328,0.011907341772303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Non-Annex_I,Western_Africa,CAF,Central African Republic,1.A.2,Manufacturing Industries and Construction,SO2,fossil,0.28013032011521,0.28013031953172,0.28088898787509,0.27998724421969,0.30919833529685,0.30834005530597,0.26155580939646,0.22806451379399,0.2457906297599,0.30473891802351,0.26780034709482,0.32434430888207,0.23169199247241,0.27783961104409,0.2239283198374,0.23767868961599,0.32957875876801,0.64345147201539,0.49689156808648,0.42626560996002,0.14394866430562,0.20003588263439,0.16391570031106,0.16705759132704,0.18242901362258,0.17459975533307,0.20792221430966,0.21228255332043,0.21237955158842,0.20129774836591,0.27783620883322,0.26795340743321,0.26887622818761,0.25615385506361,0.25303360117362,0.26037357262701,0.30227907910662,0.31518885155754,0.23098632944555,0.21533695159654,0.26978886024439,0.32777198588925,0.31922177613529,0.17981681088011,0.22010209853345,0.34659619339996,0.30978416585498,0.35699358605727,0.43670411513631,0.48189091932702,0.48829557537508,0.51100699748555,0.47693986431984
581,Non-Annex_I,Western_Africa,CAF,Central African Republic,1.A.3.a,Civil Aviation,SO2,fossil,0.00067860427582752,0.00067895171295266,0.00066571913049907,0.0007057478692924,0.00073258103112025,0.00079934902090954,0.000693401450293,0.00069411368105974,0.00078784812761666,0.0015345975686036,0.0015889053773467,0.0021146213755719,0.0017224424927394,0.0019836032175796,0.0021136785339866,0.0016605432175561,0.0023658715411221,0.0028677971556016,0.0025439407027441,0.004165749964508,0.0019503887371107,0.0027571124100819,0.0020704974425734,0.0022022743437144,0.0025660865630839,0.0030406070282847,0.0035345300438634,0.0037679474447229,0.0039259885492528,0.0040108993499629,0.0045141488992276,0.0040940580479919,0.0040602177761475,0.0036728833629783,0.0037046040740099,0.0033785692210299,0.0031346902055712,0.0034138089783837,0.0024841958708124,0.002512698776405,0.0025330791370086,0.00071274166715745,0.00070288666557614,0.00039022890304814,0.00043994896479223,0.0004881254405769,0.00054125775820869,0.00054220500306469,0.00052527608749984,0.00054848748893762,0.00055529285624659,0.00064337379206502,0.00079655802827098
582,Non-Annex_I,Western_Africa,CAF,Central African Republic,1.A.3.b_noRES,Road Transportation no resuspension,SO2,fossil,0.0054925278951937,0.0054925278951937,0.0060823695584923,0.006623513106128,0.0066492598315804,0.0082184019618617,0.010793989448597,0.014340959048509,0.015190128997622,0.015497225023762,0.016853873297398,0.023428463965427,0.023914824311453,0.027236976467043,0.024996696242223,0.024384637259602,0.03449765018198,0.030978189901108,0.039581224170015,0.03511229116445,0.059189248905966,0.080392210370708,0.067323278410001,0.074262518149057,0.077561495976235,0.027593245638455,0.029664756394358,0.029388335633335,0.029688793205569,0.031405874703932,0.02343232440628,0.02432085302855,0.025100943175964,0.024011748585641,0.023203728206341,0.010701228545805,0.011330185337294,0.01188209300388,0.0081093986136513,0.007550112880017,0.007441603877639,0.0080425773481903,0.0074251583455107,0.0063416938512603,0.0061120504018282,0.0091847247574844,0.010364296644266,0.010348406873129,0.010852174191306,0.012232542755626,0.012395204079639,0.012971725199622,0.012106943519648
583,Non-Annex_I,Western_Africa,CAF,Central African Republic,1.A.3.c,Railways,SO2,fossil,,,,,8.8778614784585e-06,8.8778614784585e-06,8.8778614784585e-06,,8.8778614784585e-06,8.8778614784585e-06,8.8778614784585e-06,1.161426561829e-05,1.2849232543095e-05,1.400376959397e-05,1.2984309890166e-05,1.2651805155608e-05,1.6162794908362e-05,1.4616033164347e-05,1.3474698457441e-05,1.2293163671428e-05,1.3024984365298e-05,1.6717426503416e-05,1.3278142767141e-05,1.4252995236832e-05,1.4598912481919e-05,1.4538446279113e-05,1.5145698165949e-05,1.4542357230331e-05,1.4006369290291e-05,,,,,,3.7814530563724e-05,3.6758370745986e-05,3.716536538339e-05,3.4844645935172e-05,2.4843747157857e-05,7.6789678153528e-05,0.00013144070589075,0.00023523410319829,0.00028170021442444,0.00029511683081454,0.00044113642106542,0.00059932022692563,0.00062325336166044,0.0006036726994643,0.00062844557944609,0.00063689210255509,0.00064536346313116,0.00067538036839307,0.0006303550105002
