8,IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,ipcc_code_2006_for_standard_report,ipcc_code_2006_for_standard_report_name,Substance,fossil_bio,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022
36,Non-Annex_I,India +,AFG,Afghanistan,1.A.5,Non-Specified,SO2,fossil,0.73319941883567,0.73295601383567,0.63572416478661,0.848758864509,1.2036118064446,0.6991978956445,0.66685107224063,0.37267087854767,0.55108035352853,0.54692084580038,0.67297907945876,0.60943423426196,0.58536132243311,0.84633198443927,0.62529439019176,0.92043213783512,0.66883618391861,0.87603356312736,0.84804054894827,0.99576882717516,0.96459367467926,0.97530784494629,0.37570527818588,0.27831350353906,0.5357021092892,0.3628858625974,0.27682553384545,0.36315087840396,0.31238120879482,0.33462819457376,0.013890644350886,0.024684589754246,0.01411214339868,0.021700116341665,0.025079824415416,0.029354507986154,0.047795264522954,0.037618035279915,0.073101601098361,0.48950390016719,0.27539419617051,0.45919858796482,0.43728609952819,0.28155522500191,0.23200921474495,0.42249151702366,0.31485994268406,0.27099690216337,0.23391035004839,0.13618144601858,0.10573842052096,0.11033574315231,0.11217467220485
37,Non-Annex_I,India +,AFG,Afghanistan,1.B.2,Oil and Natural Gas,SO2,fossil,0.0018063,0.0018507,0.0022299,0.0013602,0.0022299,0.0018507,0.0017838,0.002319,0.0017169,0.0016278,0.0018507,0.0017838,0.0017169,0.0017838,0.0019176,0.0020067,0.0020067,0.0013602,0.0011373,0.0002454,0.000156,0.000156,0.0001338,0.0001338,0.0001338,0.0001338,0.0001338,0.0001338,0.0001338,0.0001338,0.0001338,0.0001338,,,,,,,,,,,,,,,,,,,,,
38,Non-Annex_I,India +,AFG,Afghanistan,2.A.1,Cement production,SO2,fossil,0.035156,0.027302,0.034034,0.05049,0.056474,0.054978,0.04675,0.0561,0.047498,0.037026,0.032538,0.028798,0.032538,0.04862,0.041888,0.047872,0.038522,0.038896,0.02618,0.0374,0.0374,0.040766,0.04301,0.04301,0.04301,0.04301,0.043384,0.043384,0.043384,0.043384,0.0187,0.0187,0.02244,0.02618,0.02618,0.02244,0.0187,0.0187,0.013838,0.011968,0.013464,0.014212,0.013838,0.019448,0.032538,0.02618,0.02992,0.02992,0.02992,0.02992,0.02992,0.033511175882284,0.033511175882284
39,Non-Annex_I,India +,AFG,Afghanistan,2.A.3,Glass Production,SO2,fossil,1.0898678e-05,1.1184544e-05,1.1482562e-05,1.178205e-05,1.2069288e-05,1.233134e-05,1.2574772e-05,1.279537e-05,1.295805e-05,1.3017634e-05,1.2947172e-05,1.2736962e-05,1.241366e-05,1.2033518e-05,1.167425e-05,1.139789e-05,1.1210122e-05,1.1111142e-05,1.1148284e-05,1.1376232e-05,1.1826248e-05,1.2533612e-05,1.3470688e-05,1.4527912e-05,1.55526e-05,1.643705e-05,1.7132164e-05,1.7673418e-05,1.814127e-05,1.8657632e-05,1.9307862e-05,2.0120576e-05,2.1057358e-05,2.2057252e-05,2.3029804e-05,2.3911902e-05,2.4679928e-05,2.535995e-05,2.5998126e-05,2.6663154e-05,2.7402956e-05,2.8233016e-05,2.9132264e-05,2.90882192584e-05,3.0060153890951e-05,3.1064564108261e-05,3.1796885729914e-05,3.2546471233191e-05,3.3313727599948e-05,3.4158829268258e-05,3.4158829268258e-05,3.8258774583606e-05,3.8258774583606e-05
40,Non-Annex_I,India +,AFG,Afghanistan,2.C,Metal Industry,SO2,fossil,5.295038,5.3705568,4.9392,4.88432,5.30964,5.2334744,5.02201,4.46292,4.28064,4.003398,4.253886,4.31298,4.2826,3.9547508,3.754478,3.8088876,3.542994,3.4271678,3.2176732,3.1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Non-Annex_I,Southern_Africa,AGO,Angola,1.A.2,Manufacturing Industries and Construction,SO2,bio,0.18179694360352,0.18179694360352,0.18272090600586,0.18410715039062,0.18595505639648,0.18834198120117,0.19096005639648,0.19419388720703,0.19789001879883,0.20158615039062,0.20528194360352,0.20874692480469,0.21221190600586,0.21575394360352,0.21945005639648,0.22322290600586,0.22707315039062,0.23123092480469,0.23561984960938,0.24070190600586,0.32925763759766,0.35490264960937,0.34080767519531,0.33146969399414,0.34315131279297,0.3733882684082,0.3631150684082,0.37079270600586,0.38130829399414,0.38277127519531,0.38776503759766,0.39322076240234,0.39591589399414,0.39876478120117,0.39701048720703,0.39978267519531,0.43731796240234,0.45805188720703,0.4696564684082,0.46898584960937,0.47445315039063,0.48306564960938,0.49160175039062,0.49392287519531,0.43193008480469,0.41087252240234,0.44487736480469,0.45831388808594,0.47671810400391,0.48166990841797,0.48731796435547,0.49510354145872,0.49967605345872
42,Non-Annex_I,Southern_Africa,AGO,Angola,1.A.4,Residential and other sectors,SO2,bio,2.8871939355469,2.8871939355469,2.9028060351562,2.9242079882812,2.9539979296875,2.9922660351563,3.0339240234375,3.0845159472656,3.1427160058594,3.2021459179688,3.2604059765625,3.3153720117188,3.3717420703125,3.428028046875,3.4860779882813,3.546048046875,3.6063479296875,3.671681953125,3.74337,3.8235959765625,3.9131160351562,4.0040460351563,4.09764,4.1929439648438,4.2747360351563,4.3257240234375,4.3772220117188,4.41789,4.4576460351562,4.4988779882812,4.5464040234375,4.6011539648437,4.6602540234375,4.70721,4.7540460351563,4.7994420117187,4.8873300585937,4.9755779296875,5.0639459765625,5.1529740234375,5.2423320703125,5.3319,5.4212579882812,5.50962609375,5.59595390625,5.679798046875,5.7616020703125,5.847544453125,5.92618828125,6.0038675390625,6.0814599609375,6.2359243149944,6.2359243149944
43,Non-Annex_I,Southern_Africa,AGO,Angola,3.C.1,Emissions from biomass burning,SO2,bio,0.30361161645329,0.30270979340083,0.30174712677975,0.30630251523712,0.28128727666174,0.27442354236229,0.27432108502349,0.25398451624622,0.24898071913893,0.22994531755321,0.23440594260006,0.22240953208891,0.22223756060643,0.22803787893806,0.23414055868754,0.24101094612532,0.26304467719323,0.27098651720849,0.2611400428186,0.25515014839032,0.23512969196839,0.26300896932618,0.28216816466691,0.278354669184,0.32670284836559,0.3170615593755,0.31754802355019,0.31144769902091,0.36468361979808,0.3382578194135,0.37456289010439,0.43596398838672,0.48101243834218,0.5185964080621,0.58794073785563,0.6441734501525,0.62261230406557,0.7090521428951,0.58941693707952,0.83091912208822,0.86804444502611,0.99734990247578,0.71032320419377,1.0525309214344,0.93593716086555,0.94950259142407,1.1327699794776,1.0996878979286,1.1003779542497,1.0880727506842,1.1279822755578,1.136565947201,1.1395883711337
44,Non-Annex_I,Southern_Africa,AGO,Angola,1.A.1.a,Main Activity Electricity and Heat Production,SO2,fossil,2.6433695755436,2.6433695755436,3.1433743829942,3.2663563994838,7.2593473182493,6.9381965624426,6.8812752511346,6.8812752511346,6.8812752511346,7.7400309083218,7.8538214852745,7.8538214852745,8.1658412774439,8.8833376396512,1.5794003378563,2.5042102557778,3.4290131338288,2.7684376585153,4.6180504737498,4.2877625215842,5.2786259351429,4.2877720042268,3.0692184060925,2.3415309858506,3.3984572730717,3.3323967849956,3.7480674267388,5.157041434729,4.6468472840254,8.5860589876747,10.192879246748,11.394208068506,11.394208068506,13.883301217746,8.8330748397109,10.384014256432,11.745927593355,13.202345366292,18.71603410455,30.055420648783,31.975175038781,30.083764011935,40.171202057421,58.691768225336,80.711976030105,85.111084790908,68.428887151933,67.126913671775,65.837206412708,65.263438476039,56.898047992021,59.544688289061,55.574924443265
45,Non-Annex_I,Southern_Africa,AGO,Angola,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,SO2,fossil,0.00064934967041016,0.00064934967041016,0.00064934967041016,0.00072150079345703,0.0010581990966797,0.00069744970703125,0.00074554974365234,0.00091390100097656,0.00098604998779297,0.0011062990722656,0.0012024991455078,0.0012024991455078,0.00098604998779297,0.001274650390625,0.0013467993164063,0.0014189504394531,0.0014189504394531,0.0015391995849609,0.0014429993896484,0.0015872995605469,0.0016113507080078,0.0016594508056641,0.0017315997314453,0.0015872995605469,0.0017796998291016,0.0018037508544922,0.0018277999267578,0.0018758999023437,0.0017556508789062,0.0019480489501953,0.0018037508544922,0.0018758999023437,0.0019480489501953,0.0016834997558594,0.0017796998291016,0.0018037508544922,0.0017315997314453,0.0018037508544922,0.0017796998291016,0.0020683000488281,0.0020923491210937,0.0018758999023437,0.0019721000976562,0.0029616503295898,0.0028520502929688,0.0025493005371094,0.0032531018066406,0.0091598853759766,0.00920782421875,0.0099515150146484,0.01087279699707,0.011921893697974,0.010835031232967
46,Non-Annex_I,Southern_Africa,AGO,Angola,1.A.2,Manufacturing Industries and Construction,SO2,fossil,1.7454354404297,1.7454354404297,2.0572305014038,2.306611805664,1.9328059265137,1.8081308974609,1.963759196289,1.6836122724609,3.1478956831054,2.7428804182129,2.742989769043,2.743213869629,2.4939732263184,2.3384223248291,4.1746160651723,5.5350051654678,4.453230166949,4.6649941301695,4.2754988550258,4.6210741007912,5.8917075116003,4.5052311918374,5.0373812061293,8.6958313350984,4.5435054538403,6.2079168681604,6.9176370261912,5.4076985015933,1.4269422347978,2.8398789867441,3.3479366364389,4.2819904696223,4.3513830046665,4.8762507536407,5.2042985202378,3.6809313174325,5.4041980238138,5.5130722243896,6.5537906259394,7.3213954923109,7.8418706380078,8.3804679481408,6.0550141867409,7.656157782604,8.2688140442236,6.0565298886257,9.6621394385384,4.9627471737314,5.5481599658293,5.9245530220451,4.9689254567927,5.2004391762965,4.8535277433966
47,Non-Annex_I,Southern_Africa,AGO,Angola,1.A.3.a,Civil Aviation,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33546441287635,0.35576320315849,0.24785906558742,0.22008181055838,0.22115011253768,0.32264413412672,0.22756025191249,0.23824390331077,0.24679076360813,0.056622987483301,0.058759696709444,0.055554580236451,0.047007737483683,0.038460894730914,0.042938409436458,0.022418465170281,0.005370609797434,0.0040939003466054,0.0047432776429635,0.0058726294627168
48,Non-Annex_I,Southern_Africa,AGO,Angola,1.A.3.b_noRES,Road Transportation no resuspension,SO2,fossil,1.1715899104933,1.1715899104933,1.9172294720515,1.6066162744027,1.4581960579268,1.2929937392448,1.2850656099488,0.6587727336336,1.4806742462822,1.1518618886673,1.0527146101495,0.91259268151807,0.89431923125934,0.81902986890894,0.65140034417382,1.0793606385453,1.0530845700479,1.0713580660525,1.3028106000876,1.3818969276628,1.0429242904468,1.3511937133079,1.2658993677392,1.2840701323306,1.6708701911312,0.34314977390657,0.31659578679047,0.33663141600862,0.26657300308881,0.36996000271676,0.23259992512308,0.26115090553167,0.32083698089524,0.31064308794828,0.5029571532925,0.1986521279784,0.23241428596518,0.3051398462731,0.38813930797046,0.44852005346861,0.37971059895011,0.40778821734308,0.51197314695735,0.63650137193742,0.61263290228633,0.58021702298945,0.52874122894561,0.41976700817992,0.43709910104136,0.46254139071612,0.34310425658498,0.35906259410056,0.33512508782719
49,Non-Annex_I,Southern_Africa,AGO,Angola,1.A.3.d,Water-borne Navigation,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66854292286,1.55176108858,1.05311808856,0.80359345555948,0.74726628686356,0.73182690077133,0.68052056901926,0.73193354019514,0.84223773129828,0.84466806641893,1.0449026399935,1.0578026725861,0.91608980918015,0.8682245463589,0.60824217859778,0.51874189755623,0.62231799392675,0.076217027860284,0.14402234461164,0.21799322763325
50,Non-Annex_I,Southern_Africa,AGO,Angola,1.A.3.e,Other Transportation,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0044075641842365,,,,,,,,,,,,,,,,,,,,
51,Non-Annex_I,Southern_Africa,AGO,Angola,1.A.4,Residential and other sectors,SO2,fossil,0.70568012695314,0.70568012695314,0.81500078124998,0.83532019042969,0.78835939941407,0.70075979003907,0.54239995117188,0.57884020996094,0.61387868652344,0.61387868652344,0.35948032226562,0.42210445166017,0.32012576660156,0.34434366674805,1.9999251077454,2.1460699875794,2.2015439226868,2.1606621468994,2.4651204387268,2.4322626843017,2.182875087616,2.2782991982056,2.0932784049805,1.7163981997559,2.3732301853028,2.3779457632446,2.9048429248169,2.9832019191467,3.0080904015686,3.6970047215941,3.1964527684631,3.608567875299,3.7272437246704,3.8246399610474,3.8233548074829,2.7812099349976,5.4621903145752,6.4725942154542,8.1841985742188,9.6746102424315,10.108684773193,11.102024233887,12.87691886499,15.735207887695,15.18467727832,13.787378781738,12.339370764404,10.535285898926,9.9956800484618,11.294535117187,9.6443383044433,10.092912179069,9.4200513671307
52,Non-Annex_I,Southern_Africa,AGO,Angola,1.A.5,Non-Specified,SO2,fossil,,,,,,,,,0.50920808203124,1.02569053125,1.454879671875,1.345764,0.74198898046876,1.0038673476562,,,,,,,,,,,,,,,0.030105466186523,0.007526198638916,,,0.007526198638916,0.007526198638916,0.022579283569335,0.015053085571289,0.015053085571289,0.022579283569335,0.030105466186523,0.03763166418457,0.022579283569335,0.015053085571289,0.052684749755859,0.045158551757812,0.052684749755859,0.045158551757812,0.03763166418457,0.032257814941407,0.03239357409668,0.032973158203124,0.024972881103516,0.026134410457168,0.02439211642669
53,Non-Annex_I,Southern_Africa,AGO,Angola,1.B.2,Oil and Natural Gas,SO2,fossil,0.0378645,0.0354336,0.0408564,0.0468399,0.0488031,0.0454374,0.0277674,0.0554412,0.0611442,0.0611442,0.0616116,0.0565632,0.0560022,0.0578721,0.0590874,0.0597417,0.0603963,0.0616116,0.0617988,0.0622662,0.0382386,0.0406692,0.0430065,0.0416043,0.0382443,0.0474963,0.0606453,0.0636813,0.0701673,0.070089,0.0625473,0.0582525,0.0541425,0.0531171,0.051378,0.0484878,0.0411816,0.036303,0.0358887,0.0348723,0.0419808,0.0422319,0.034196860066465,0.033314567552919,0.036752452488874,0.044076687060979,0.046494003823181,0.040028329512732,0.029420422251433,0.024489587861035,0.019657708433147,0.018970008319594,0.017654444156692
54,Non-Annex_I,Southern_Africa,AGO,Angola,2.A.1,Cement production,SO2,fossil,0.166804,0.19822,0.233376,0.287232,0.3179,0.34034,0.1122,0.1122,0.1496,0.1496,0.094622,0.091256,0.065824,0.04675,0.047124,0.07667,0.132396,0.090508,0.123794,0.111452,0.11407,0.117436,0.13838,0.0935,0.1122,0.1122,0.10098,0.112574,0.1309,0.1309,0.1309,0.2057,0.223278,0.2618,0.281996,0.49368,0.51238,0.5236,0.66572,0.6732,0.561,0.561,1.122,1.496,1.9074,1.95976,1.44738,0.96118,1.00232,0.92378,1.01728,1.1393799799977,1.1393799799977
55,Non-Annex_I,Southern_Africa,AGO,Angola,2.A.2,Lime production,SO2,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27808,0.27808,0.2844,0.27808,0.26544,0.26228,0.25912,0.2528,0.2528,0.25912
56,Non-Annex_I,Southern_Africa,AGO,Angola,2.A.3,Glass Production,SO2,fossil,6.1749506e-06,6.308897e-06,6.455897e-06,6.6152156e-06,6.785275e-06,6.9651834e-06,7.1535198e-06,7.3512936e-06,7.5627972e-06,7.7938224e-06,8.047711e-06,8.327991e-06,8.6313598e-06,8.9460868e-06,9.2560216e-06,9.5503058e-06,9.823226e-06,1.0079986e-05,1.0334002e-05,1.060458e-05,1.0905342e-05,1.1242756e-05,1.161202e-05,1.2001864e-05,1.239553e-05,1.2781846e-05,1.3156304e-05,1.3525862e-05,1.3903946e-05,1.430996e-05,1.4757428e-05,1.5251544e-05,1.5787506e-05,1.6357572e-05,1.694959e-05,1.7554642e-05,1.817067e-05,1.8800222e-05,1.9445454e-05,2.0109698e-05,2.07956e-05,2.1503454e-05,2.2231888e-05,2.2235402389454e-05,2.2984997854044e-05,2.3759863531905e-05,2.4352716238287e-05,2.496036172035e-05,2.5583169085313e-05,2.6252722424484e-05,2.8909880564614e-05,3.2379815920341e-05,3.2379815920341e-05
57,Non-Annex_I,Southern_Africa,AGO,Angola,2.H,Other,SO2,fossil,0.2562,0.22813142857143,0.23869714285714,0.27118571428571,0.227,0.2225,0.218,0.2135,0.209,0.2045,0.2,0.1955,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Non-Annex_I,Rest Central America,AIA,Anguilla,1.A.1.a,Main Activity Electricity and Heat Production,SO2,fossil,0.0084414413892,0.0084414413892,0.0085537181095,0.0083962098414,0.0079233236626,0.0091980791406,0.0094754776118,0.0081013400712,0.0099427180616,0.0118770864333,0.0083165524109,0.0083453860682,0.0080774932575,0.0073346500728,0.0074125058025,0.0073557388705,0.0080744657500746,0.00824140241414,0.0064256025602092,0.0065177326430855,0.0070600772236546,0.0074975766712001,0.0078685550625092,0.0076369758871883,0.0075221061818101,0.0078815369453362,0.0084281843071393,0.0076504415545829,0.0083685508068663,0.0068876108943917,0.0087475442720843,0.0091860015544119,0.0090706025505086,0.0093132952552869,0.0095746216554487,0.0094143824562858,0.0092383148953523,0.0094965445287967,0.0096631592944213,0.0098240004363352,0.010111676124845,0.012519150625929,0.012519150532435,0.013441534636581,0.013420145512752,0.013472755538591,0.014144971695514,0.014817187528552,0.01438917355087,0.014044809184161,0.011591205483389,0.011169919023272,0.011591297239074
59,Non-Annex_I,Rest Central America,AIA,Anguilla,1.A.2,Manufacturing Industries and Construction,SO2,fossil,0.00101489175,0.000999148085,0.00109196802,0.00094868574,0.00103792459,0.001159966045,0.001187843245,0.001182918916,0.001209639835,0.001335062245,0.001473306815,0.00167925779,0.00124991198,0.00136292229,0.00135132023,0.00150817303,0.002349127858,0.0072100568895,0.004987014606,0.0050085559065,0.004756588792,0.0047827644325,0.0044593920745,0.008192077983,0.0085162789243333,0.005782843245,0.0059190769925,0.0055651906955,0.0091101577308333,0.0089134913005,0.0093368306185,0.008401203885,0.007871566545,0.0078572908216666,0.0091344280380001,0.0068289012735,0.006613105816,0.0069055338935,0.0066805802945,0.006591045414,0.0064526240945,0.0064526240945,0.0065421290945,0.007024139186154,0.0070129619291945,0.007040454572879,0.0071580206685548,0.0072755867642306,0.0070654217613659,0.0068962565878442,0.0056914525412135,0.0054844971508998,0.005691455364955
60,Non-Annex_I,Rest Central America,AIA,Anguilla,1.A.3.b_noRES,Road Transportation no resuspension,SO2,fossil,0.0012893608123767,0.0012893608123767,0.0013806050134675,0.0012799971771653,0.0014781726066062,0.001780567307683,0.0015246798782707,0.0016939786487329,0.0018834390091593,0.0020383005413532,0.0029368146837297,0.0048739261328182,0.0052263557077234,0.0044861263456657,0.004355358957041,0.0024947802407917,0.0019925156324442,0.0037912789817257,0.0038220576442934,0.0040125520370128,0.0038727064661914,0.00507083168623,0.0054088901974451,0.0065790732563252,0.008967147389733,0.0048641253563096,0.0047743630912744,0.0039412889914731,0.0033500959329579,0.0031519968826057,0.0021500539029018,0.0021235584877177,0.0013483530842115,0.0016976286253002,0.0016483758500462,0.00035068923530277,0.00035556150571064,0.00031911141215638,0.00040087071823452,0.00019395075741841,0.00025140661537064,0.00027001725772278,0.00026850243564969,0.00028527866861938,0.00024457845836807,0.00023271091050902,0.00024094949653943,0.0002446620145777,0.0002301074984526,0.00022459794529224,0.00018535968436638,0.0001786193322076,0.00018535968436638
